ID;C_G;Licence_plate;Category;Color;Trajectory_start;Trajectory_end;Average_ speed_kpxh;Minimum_speed_kpxh;Maximum_speed_kpxh;Section_speed_kmh;Duration_of_occurrence_s;Stationary_duration_s
800598;C115_G2;;car;white;1665251345280;1665251345620;287.81;287.81;287.81;;0.34;0.00
800913;C115_G2;;car;black;1665251391880;1665251391940;302.60;302.60;302.60;;0.06;0.00
801241;C115_G2;;car;black;1665251441040;1665251441560;308.64;276.17;354.10;;0.48;0.00
801467;C115_G2;;car;white;1665251473680;1665251473820;402.70;402.70;402.70;;0.14;0.00
801600;C115_G2;;car;silver;1665251487360;1665251487800;359.86;330.29;400.51;;0.38;0.00
801629;C115_G2;;car;silver;1665251490460;1665251490920;375.92;362.70;407.67;;0.34;0.00
801740;C115_G2;;car;red;1665251501640;1665251501660;335.59;335.59;335.59;;0.02;0.00
802328;C115_G2;;car;black;1665251612000;1665251612500;310.90;260.81;338.07;;0.50;0.00
802353;C115_G2;;car;silver;1665251615200;1665251615300;360.62;360.62;360.62;;0.10;0.00
802393;C115_G2;;car;white;1665251624740;1665251624840;350.39;350.39;350.39;;0.10;0.00
802558;C115_G2;;car;white;1665251664320;1665251664680;431.73;394.15;489.62;;0.36;0.00
803351;C115_G2;;car;silver;1665251805540;1665251805620;412.57;412.57;412.57;;0.08;0.00
803571;C115_G2;;car;white;1665251850340;1665251850760;222.17;222.17;222.17;;0.42;0.00
803617;C115_G2;;car;black;1665251861200;1665251861480;244.33;244.33;244.33;;0.28;0.00
804004;C115_G2;;motorcycle;undefined;1665251919040;1665251919700;291.14;254.59;333.05;;0.66;0.00
804724;C115_G2;;car;black;1665252030300;1665252031180;190.95;151.95;276.04;;0.70;0.00
805056;C115_G2;;car;silver;1665252077100;1665252077660;321.61;299.70;362.68;;0.46;0.00
805191;C115_G2;;car;black;1665252112160;1665252112740;341.89;316.15;364.20;;0.56;0.00
805301;C115_G2;;car;silver;1665252134120;1665252134220;348.30;348.30;348.30;;0.10;0.00
805340;C115_G2;;car;silver;1665252144160;1665252144460;474.33;438.59;545.80;;0.18;0.00
805353;C115_G2;;motorcycle;undefined;1665252151780;1665252151980;438.75;416.69;448.21;;0.20;0.00
805471;C115_G2;;bus;blue;1665252187420;1665252188180;348.20;267.84;392.79;;0.76;0.00
805764;C115_G2;;car;silver;1665252258960;1665252259420;389.52;318.74;438.54;;0.46;0.00
805796;C115_G2;;car;black;1665252270660;1665252271080;173.82;173.82;173.82;;0.42;0.00
806581;C115_G2;;car;silver;1665252413760;1665252414220;372.09;345.39;396.73;;0.46;0.00
806594;C115_G2;;car;black;1665252416960;1665252417480;335.31;314.66;359.40;;0.52;0.00
